Skill Section ID,Skill Section Description,Skill Family ID,Skill Family Description,Skill Group ID,Skill Group Description,Skill ID,Skill Description
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105475,Enterprise IT Governance
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105476,Information Governance
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105477,Information Systems Co-ordination
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105488,Enterprise & Business Architecture
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105491,Solution Design
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105492,Emerging Technology Monitoring
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105497,Methods & Tools Implementation
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105511,Requirements Definition & Management
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1105527,IT Business Management
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1118600,Business Strategy Planning
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1120897,Technical Design
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1127909,IT Architecture
1102826,Technical Skills,1102833,Strategy & Architecture,1105226,Strategy & Architecture,1128365,Mendix Architecture
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1105529,Capacity Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1105530,Availability Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1105531,Service Level Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1105543,Problem Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1105544,Incident Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1105554,IT Asset Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1108438,Service Acceptance
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1112450,Change Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1112579,Interactive Voice Response (IVR)
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1112581,IT Services
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1112875,IT Outsourcing
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1115555,IT Offshoring
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1117075,Continuous Service Improvement (CSI)
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1117992,IT Service Integration
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1120034,IT Service Delivery Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1126011,ITIL Service Management & Reporting
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1126321,XLA Measurement
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1128379,CompTIA ITF for Service Desk
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1130085,Engineering Change Management
1102826,Technical Skills,1102847,Service Management,1102849,Service Management,1130867,Service Configuration Management
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1117991,To be removed_DC Transformation
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1119985,To be removed_DC Cooling Design
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1119986,To be removed_DC Cable Management
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1119987,To be removed_DC Cooling Optimization
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1119994,To be removed_DC Hardware Installation
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1119997,To be removed_DC Asset Management
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1120003,To be removed_DC Vendor Management
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125900,To be removed_DC Architectural Design
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125901,To be removed_DC Building Assessments
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125902,To be removed_DC Capacity Trending & Str
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125903,To be removed_DC Documentation
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125904,To be removed_DC Electrical Design
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125905,To be removed_DC Environmental Sust
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125906,To be removed_DC Facilities Operations
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125907,To be removed_DC Facility Management
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125908,To be removed_DC Hardware Break/Fix
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125909,To be removed_DC Industry Regulations
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125910,To be removed_DC Industry Standards
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125911,To be removed_DC Modernization
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125912,To be removed_DC Monitoring Sys Design
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125913,To be removed_DC Power & Capacity Know
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1125914,To be removed_DC Security Systems Design
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130538,DC operational control
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130539,DC Strategy
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130540,Atos Data Center Physical Sec Policy
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130541,DC consolidation
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130542,DC energy optimization and management
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130543,DC infra maintenance Mechanical
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130544,DC infra maintenance Environmental
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130545,DC infra maintenance Electricals
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130546,DC construction and deconstruction
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130547,DC Installation of cages and racks
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130548,DC infra component setup
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130549,Designing new DCs
1102826,Technical Skills,1102895,Data Centers,1104430,Data Centers,1130638,Operational DC Security
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1105481,Analytics
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1105510,Data Modelling & Design
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1112755,Data Mining
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1117425,Data Science
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1117493,Data Visualization
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1117494,Descriptive Analytics
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1117495,Diagnostic Analytics
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1117508,Predictive Analytics
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1117509,Prescriptive Analytics
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1118501,Process Mining
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1125754,Big Data Platforms
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1125811,Cognitive Computing
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1125812,Visual Analytics
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1128025,Natural Language Processing
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1128054,Generative Pre-trained Transformer GTP-3
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1130051,Shapley/LIME
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1130052,Large Language Model Ops (LLMOps)
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1130105,Data Model Customization
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1131425,Explainable AI
1102826,Technical Skills,1105185,Analytics & Artificial Intelligence,1105186,Analytics & Artificial Intelligence,1131426,Graph Analytics
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105509,Application Management
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105512,Systems Design
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105515,Application Development
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105516,Safety Engineering
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105520,User Experience Design
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105521,User Experience Analysis
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105522,End User Experience
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105524,Systems Integration & Build
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105525,Porting/Software Configuration
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105534,Release & Deployment
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105535,System Software
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1105538,Application Support
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1107506,Agile Processes & Methodologies
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1108437,Animation Development
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1122902,Real Time Embedded Systems Devt  (RESD)
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1122903,Software Design
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1122904,User Research
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1125755,Application Monitoring
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1125813,Application Operations
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1125814,Application Performance Management
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1125815,Machine Learning Operations (ML Ops)
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1125816,Patch Management
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1125817,Web Development
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1127615,Functional programming
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1127912,Mind Mapping
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1128400,Jira Confluence
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1130096,Application Support - Technical
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1130097,Application Support - Functional
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1130098,Application administration
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1130102,Thin client customization
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1130103,Rich client customization
1102826,Technical Skills,1105187,Application Lifecycle,1105188,Application Lifecycle,1130104,Custom tools and utilities development
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1120896,Server Based Computing
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1125756,Application Servers
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1125818,Application Transformation & Migration
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1125819,Enterprise Information Archiving
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1125820,Middleware
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1125822,Web Servers
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1125823,Workload Automation
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1128133,SEAsoft TRMS
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1128134,SEAsoft SAVRS
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1128135,SEAsoft JCLPLUS
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1128253,SAP HCM Time management
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1128290,MS Threat Modeling
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1129362,Middleware Support
1102826,Technical Skills,1105189,Business Applications,1105190,Business Applications,1129363,ESB Admin
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1120891,Hybrid Orchestration
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1125757,Cloud Apps Modernization/Transformation
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1125824,Cloud Apps Development
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1125825,Cloud Consulting
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1125826,Cloud Data Migration/Transformation
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1125827,Cloud Management
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1125828,Container Management
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129324,Cloud Allocation Strategy
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129325,Cloud Application Modelling
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129326,Cloud Landing Zone
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129327,Cloud Operations & Managed Services
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129331,Hybrid Cloud Operating Model
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129378,Cloud Cost Modelling
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129797,Cloud Architecture
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1129803,Container Platform Architecture
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1130707,SAP2Cloud
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1130708,Cloud Inventory
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1130709,Cloud Assessments
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1130710,Cloud Enablement/Trainings
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1130711,Cloud Automation
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1131366,Cloud Data Management
1102826,Technical Skills,1105191,Cloud,1105192,Cloud,1131367,Cloud Data Platform
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1105479,Information Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1105480,Information Assurance
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1105536,Security Administration
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1112775,Public Key Infrastructure (PKI)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1114800,Identity & Access Management (IAM)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1118602,Security Testing
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1118603,Computer Forensics
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1121235,Cryptography
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125758,Advanced Detection & Response (ADR)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125850,Anomaly & Intrusion Detection
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125851,API Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125852,Application Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125853,Application Shielding
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125854,Artificial Intelligence Cyber Usages
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125855,Attack Simulation tools
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125856,Cloud Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125857,Communications Security Management
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125858,Container Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125859,Cyber Emergency Response (CERT)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125860,Cybersecurity in HPC
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125861,Cybersecurity Innovation
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125862,Data Loss Prevention (DLP)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125863,Data Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125864,Encryption
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125865,Endpoint & Mobile Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125866,Endpoint Detection & Response (EDR)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125867,Enterprise Security Architecture
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125868,Exploit Development
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125869,Hardware Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125870,Industrial IoT Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125871,IoT Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125872,Log Management
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125873,Microsegmentation
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125874,ML detection models development
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125875,Mobile Data Protection
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125876,Network Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125877,Operational Technology Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125878,Personnel Security & Safety
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125879,Physical Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125880,Platform Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125881,Prescriptive Security Operations Center
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125882,Privacy
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125883,Privileged Access Management (PAM)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125884,Quantum Computing Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125885,Secure Application Development
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125886,Security Analysis
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125887,Security Compliance
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125888,Security Frameworks
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125889,Security Governance
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125890,Security Incident & Event Mgt. (SIEM)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125891,Security Operations Center (SOC)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125892,"Security Orch., Autom. & Response (SOAR)"
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125893,Security Risk Management
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125894,Strong Authentication
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125895,Surveillance
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125896,Threat Intelligence (TI)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125897,Threat Management
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125898,Vulnerability Management
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1125899,Web Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1127819,Managed Detection and Response (MDR)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1127822,MISP (Malware Inf'n Sharing Platform)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1127823,MITRE ATT&CK (Advers. Tactics Kn. Base)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1127906,ISMS (Inf'n Security Management System)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1127952,WS-Security (Web Services Security)
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1128220,Information Security Supplier Assurance
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1128795,Cyber Recovery
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1129328,Cybersecurity Framework
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1129329,Cybersecurity Risk Assessment
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1129330,Data Center Security
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1129332,Information Lifecycle Management
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1129471,Threat Hunting
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1129472,Cybersecurity Brand Monitoring
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1131578,Homomorphic Encryption
1102826,Technical Skills,1105193,CyberSecurity,1105194,CyberSecurity,1131579,Functional Encryption
1102826,Technical Skills,1105193,CyberSecurity,1105876,Digital Security Testing,1129371,Vulnerability Assessment
1102826,Technical Skills,1105193,CyberSecurity,1105876,Digital Security Testing,1129372,Social Engineering
1102826,Technical Skills,1105193,CyberSecurity,1105876,Digital Security Testing,1129373,OT Security Testing
1102826,Technical Skills,1105193,CyberSecurity,1105876,Digital Security Testing,1129374,IoT Security Testing
1102826,Technical Skills,1105193,CyberSecurity,1105876,Digital Security Testing,1129375,Cloud Security Testing
1102826,Technical Skills,1105193,CyberSecurity,1105877,Digital Identity and Access Management,1129376,Thycotic PAM
1102826,Technical Skills,1105193,CyberSecurity,1105878,Digital Threat Management,1129377,Aisaac
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1105514,Database Design
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1105541,Database Administration
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1107595,Business Intelligence (BI)
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1107597,Enterprise Content Management (ECM)
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1112154,Data Warehousing
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1112578,Geographical Information Systems (GIS)
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1112583,Master Data Management
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1113074,Database Modelling
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1118253,Document Control
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1118926,Enterprise Information Management (EIM)
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1120888,Data Integration
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1120889,Data Networking
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1120894,Online Transaction Processing (OLTP)
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1124267,Data Governance
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1125759,"Archiving, Backup & Disaster Recovery"
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1125915,Data Cleansing
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1125916,Database Development
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1127895,Data Analysis
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1129299,Database Backup & Recovery
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1129300,Database Performance Tuning
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1129301,Database Configuration
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1129333,MASS Data Privacy
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1130279,Bioinformatics
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131368,Data Virtualization
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131369,Data Mesh
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131370,Data Fabric
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131371,Data Engineering
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131372,Data Architecture
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131373,Data Lake
1102826,Technical Skills,1105195,Data Management,1105196,Data Management,1131374,Data Lakehouse
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1117993,IT Workplace Migration
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125760,Contact center / Call center
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125917,End User Compute
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125918,Enterprise Mobility Management (EMM)
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125919,Identity & Security
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125920,Operating Systems
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125921,Productivity & Collaboration Suites
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1125922,Remote Collaboration
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1128390,Content Design
1102826,Technical Skills,1105197,Digital Workplace,1105198,Digital Workplace,1129314,OS Hardening
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125764,Asset Virtualiz. & 3D Reality Modelling
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125941,3D Printing / Additive Manufacturing
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125942,Digital Twin (Performance Twin)
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125943,Digital Twin (Process Twin)
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125944,Digital Twin (Product Twin)
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125945,Drone based Scanning
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125946,Factory Automation
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125947,Material Flow Management & Planning
1102826,Technical Skills,1105206,Industry 4.0,1105207,Industry 4.0,1125948,Predictive Maintenance
1102826,Technical Skills,1105212,Internet of Things,1105213,Internet of Things,1125767,Edge Computing
1102826,Technical Skills,1105212,Internet of Things,1105213,Internet of Things,1125959,IoT Automation
1102826,Technical Skills,1105212,Internet of Things,1105213,Internet of Things,1125960,IoT Connectivity
